From	Entry	Entry Name
ENSP00000301454	Q9BV35	SCMC3_HUMAN
ENSP00000364995	Q92529	SHC3_HUMAN
ENSP00000422607	P33121	ACSL1_HUMAN
ENSP00000360918	O95992	CH25H_HUMAN
ENSP00000287042	Q9ULS6	KCNS2_HUMAN
ENSP00000343838	Q9HAW8	UD110_HUMAN
ENSP00000266058	O75093	SLIT1_HUMAN
ENSP00000375909	Q2M3C7	SPKAP_HUMAN
ENSP00000356205	P30542	AA1R_HUMAN
ENSP00000327916	Q6NUN0	ACSM5_HUMAN
ENSP00000355621	Q8NBP0	TTC13_HUMAN
ENSP00000340494	Q9H8N7	ZN395_HUMAN
ENSP00000441954	Q99717	SMAD5_HUMAN
ENSP00000378058	Q12805	FBLN3_HUMAN
ENSP00000358414	P54868	HMCS2_HUMAN
ENSP00000391669	P56945	BCAR1_HUMAN
ENSP00000281243	P09417	DHPR_HUMAN
ENSP00000260361	Q9Y375	CIA30_HUMAN
ENSP00000272190	P00797	RENI_HUMAN
ENSP00000375733	Q8N414	PGBD5_HUMAN
ENSP00000276431	O14763	TR10B_HUMAN
ENSP00000262188	Q6STE5	SMRD3_HUMAN
ENSP00000360874	Q5T764	IFT1B_HUMAN
ENSP00000297261	Q15465	SHH_HUMAN
ENSP00000339883	Q14739	LBR_HUMAN
ENSP00000322991	O15382	BCAT2_HUMAN
ENSP00000360247	P51589	CP2J2_HUMAN
ENSP00000265825	Q9NQT6	FSCN3_HUMAN
ENSP00000292427	P15538	C11B1_HUMAN
ENSP00000339787	O60488	ACSL4_HUMAN
ENSP00000325819	P10589	COT1_HUMAN
ENSP00000321424	Q06495	NPT2A_HUMAN
ENSP00000499074	P26440	IVD_HUMAN
ENSP00000346827	P49189	AL9A1_HUMAN
ENSP00000331397	Q6ZT52	FA43B_HUMAN
ENSP00000198801	Q3SYC2	MOGT2_HUMAN
ENSP00000445595	Q96KK3	KCNS1_HUMAN
ENSP00000265403	P36537	UDB10_HUMAN
ENSP00000334113	Q8N5I4	DHRSX_HUMAN
ENSP00000317404	Q8NET6	CHSTD_HUMAN
ENSP00000380837	P48449	LSS_HUMAN
ENSP00000247706	Q96I13	ABHD8_HUMAN
ENSP00000215885	Q9NZ20	PA2G3_HUMAN
ENSP00000228837	P10767	FGF6_HUMAN
ENSP00000358831	Q9GZR5	ELOV4_HUMAN
ENSP00000359018	Q5T1N1	AKND1_HUMAN
ENSP00000445366	Q8IYX4	DND1_HUMAN
ENSP00000262300	Q99640	PMYT1_HUMAN
ENSP00000498217	Q9H161	ALX4_HUMAN
ENSP00000180166	Q9NP95	FGF20_HUMAN
ENSP00000419901	Q5T7N2	LITD1_HUMAN
ENSP00000352904	Q96P26	5NT1B_HUMAN
ENSP00000312304	P51580	TPMT_HUMAN
ENSP00000309913	Q99593	TBX5_HUMAN
ENSP00000488520	A0A0J9YXS1	A0A0J9YXS1_HUMAN
ENSP00000283547	Q8N6K0	TEX29_HUMAN
ENSP00000422591	O94813	SLIT2_HUMAN
ENSP00000368253	P51843	NR0B1_HUMAN
ENSP00000408025	P09467	F16P1_HUMAN
ENSP00000285670	Q9NSI8	SAMN1_HUMAN
ENSP00000285979	P33260	CP2CI_HUMAN
ENSP00000341442	A6NMZ2	SNTAN_HUMAN
ENSP00000317580	Q92886	NGN1_HUMAN
ENSP00000289004	P32754	HPPD_HUMAN
ENSP00000354314	Q9NYQ3	HAOX2_HUMAN
ENSP00000301146	P20853	CP2A7_HUMAN
ENSP00000323036	P15309	PPAP_HUMAN
ENSP00000448998	Q9HCS2	CP4FC_HUMAN
ENSP00000260953	Q9NRN9	METL5_HUMAN
ENSP00000383234	P31152	MK04_HUMAN
ENSP00000083182	Q92624	APBP2_HUMAN
ENSP00000384573	Q9NQZ3	DAZ1_HUMAN
ENSP00000284154	Q13588	GRAP_HUMAN
ENSP00000269703	Q6NT55	CP4FN_HUMAN
ENSP00000300305	Q01196	RUNX1_HUMAN
ENSP00000005178	Q16654	PDK4_HUMAN
ENSP00000258494	Q3SY69	AL1L2_HUMAN
ENSP00000376658	Q8IZU3	SYCP3_HUMAN
ENSP00000301464	P24592	IBP6_HUMAN
ENSP00000362690	Q13285	STF1_HUMAN
ENSP00000343676	P35212	CXA4_HUMAN
ENSP00000449079	Q96NR8	RDH12_HUMAN
ENSP00000339824	P22607	FGFR3_HUMAN
ENSP00000354481	Q9C0B6	BRNP2_HUMAN
ENSP00000323275	Q8WXU2	DAAF4_HUMAN
ENSP00000361915	P34820	BMP8B_HUMAN
ENSP00000460236	Q9HCB6	SPON1_HUMAN
ENSP00000478561	Q16678	CP1B1_HUMAN
ENSP00000497294	P01229	LSHB_HUMAN
ENSP00000264020	Q9NQC8	IFT46_HUMAN
ENSP00000297354	Q8IVN8	SBSPO_HUMAN
ENSP00000354476	Q12772	SRBP2_HUMAN
ENSP00000439065	E7EVH7	E7EVH7_HUMAN
ENSP00000389241	Q9BPW9	DHRS9_HUMAN
ENSP00000425497	P0DTE4	UD2A1_HUMAN
ENSP00000425497	A0A140T9Z0	A0A140T9Z0_HUMAN
ENSP00000312385	Q03828	EVX2_HUMAN
ENSP00000301141	P11509	CP2A6_HUMAN
ENSP00000366170	Q5W186	CST9_HUMAN
ENSP00000493515	Q99805	TM9S2_HUMAN
ENSP00000306606	P00325	ADH1B_HUMAN
ENSP00000285018	O00755	WNT7A_HUMAN
ENSP00000334122	P11487	FGF3_HUMAN
ENSP00000419457	O60393	NOBOX_HUMAN
ENSP00000252677	O95972	BMP15_HUMAN
ENSP00000371711	Q9Y5R6	DMRT1_HUMAN
ENSP00000411565	A0PJE2	DHR12_HUMAN
ENSP00000411565	A0A8C8L8Z5	A0A8C8L8Z5_HUMAN
ENSP00000253496	P00748	FA12_HUMAN
ENSP00000221403	Q9UQ10	DHDH_HUMAN
ENSP00000332164	O75094	SLIT3_HUMAN
ENSP00000346829	Q5T9L3	WLS_HUMAN
ENSP00000242208	P08476	INHBA_HUMAN
ENSP00000304811	P16662	UD2B7_HUMAN
ENSP00000313243	Q4G112	HSF5_HUMAN
ENSP00000376523	Q9NY72	SCN3B_HUMAN
ENSP00000336528	O75469	NR1I2_HUMAN
ENSP00000377854	Q9UPM6	LHX6_HUMAN
ENSP00000262340	Q16518	RPE65_HUMAN
ENSP00000376352	Q15118	PDK1_HUMAN
ENSP00000440864	F5GXF0	F5GXF0_HUMAN
ENSP00000442656	P36896	ACV1B_HUMAN
ENSP00000347454	Q5XXA6	ANO1_HUMAN
ENSP00000269216	Q92908	GATA6_HUMAN
ENSP00000216500	Q9Y394	DHRS7_HUMAN
ENSP00000359474	Q9NY43	BARH2_HUMAN
ENSP00000324648	P20813	CP2B6_HUMAN
ENSP00000311095	Q02928	CP4AB_HUMAN
ENSP00000347684	O60663	LMX1B_HUMAN
ENSP00000301012	P53602	MVD1_HUMAN
ENSP00000360310	Q9Y5K1	SPO11_HUMAN
ENSP00000292180	Q8NFF5	FAD1_HUMAN
ENSP00000333292	Q8IVW8	SPNS2_HUMAN
ENSP00000264167	O00116	ADAS_HUMAN
ENSP00000276659	Q6UXX9	RSPO2_HUMAN
ENSP00000372170	P28360	MSX1_HUMAN
ENSP00000426083	P00326	ADH1G_HUMAN
ENSP00000353414	Q01814	AT2B2_HUMAN
ENSP00000332325	Q9H7S9	ZN703_HUMAN
ENSP00000217086	Q9UJQ4	SALL4_HUMAN
ENSP00000295757	Q96DB2	HDA11_HUMAN
ENSP00000251268	Q7Z7M0	MEGF8_HUMAN
ENSP00000347433	Q8J025	APCD1_HUMAN
ENSP00000332565	Q9BR01	ST4A1_HUMAN
ENSP00000430100	O00591	GBRP_HUMAN
ENSP00000279575	E9PAL0	E9PAL0_HUMAN
ENSP00000362287	Q9H9G7	AGO3_HUMAN
ENSP00000348459	Q8TDX5	ACMSD_HUMAN
ENSP00000447211	Q3ZCN5	OTOGL_HUMAN
ENSP00000496491	O15041	SEM3E_HUMAN
ENSP00000295256	O60760	HPGDS_HUMAN
ENSP00000293502	Q8NEX9	DR9C7_HUMAN
ENSP00000254759	Q9NZJ6	COQ3_HUMAN
ENSP00000232217	P50120	RET2_HUMAN
ENSP00000501254	P48448	AL3B2_HUMAN
ENSP00000375647	P62955	CCG7_HUMAN
ENSP00000361355	Q8TBM7	TM254_HUMAN
ENSP00000300051	Q86WU2	LDHD_HUMAN
ENSP00000324901	Q8N0W5	IQCK_HUMAN
ENSP00000333300	Q7Z5P4	DHB13_HUMAN
ENSP00000350256	P51686	CCR9_HUMAN
ENSP00000260270	P10109	ADX_HUMAN
ENSP00000366093	Q92753	RORB_HUMAN
ENSP00000419692	P19793	RXRA_HUMAN
ENSP00000495951	P21583	SCF_HUMAN
ENSP00000334246	Q86W10	CP4Z1_HUMAN
ENSP00000496625	P08686	CP21A_HUMAN
ENSP00000327453	Q68CK6	ACS2B_HUMAN
ENSP00000216259	Q92871	PMM1_HUMAN
ENSP00000344816	Q9NW68	BSDC1_HUMAN
ENSP00000239243	P35548	MSX2_HUMAN
ENSP00000334801	Q6PKH6	DR4L2_HUMAN
ENSP00000356591	P35610	SOAT1_HUMAN
ENSP00000223114	Q86VF5	MOGT3_HUMAN
ENSP00000475028	P0DTE5	UD2A2_HUMAN
ENSP00000275764	Q7Z7C7	STRA8_HUMAN
ENSP00000433112	F6SYF8	F6SYF8_HUMAN
ENSP00000385968	Q9BQ31	KCNS3_HUMAN
ENSP00000354039	A0A8C8MQ70	A0A8C8MQ70_HUMAN
ENSP00000346901	Q01740	FMO1_HUMAN
ENSP00000424123	A1L3X0	ELOV7_HUMAN
ENSP00000190165	Q9NQL9	DMRT3_HUMAN
ENSP00000487785	P16389	KCNA2_HUMAN
ENSP00000477829	P48742	LHX1_HUMAN
ENSP00000237837	Q9GZV9	FGF23_HUMAN
ENSP00000296921	O43711	TLX3_HUMAN
ENSP00000484411	O43365	HXA3_HUMAN
ENSP00000391121	Q8NBN7	RDH13_HUMAN
ENSP00000254227	Q15466	NR0B2_HUMAN
ENSP00000445675	P78395	PRAME_HUMAN
ENSP00000492024	P26367	PAX6_HUMAN
ENSP00000370826	O43593	HAIR_HUMAN
ENSP00000308750	Q14781	CBX2_HUMAN
ENSP00000334463	Q86Y78	LYPD6_HUMAN
ENSP00000372547	Q05066	SRY_HUMAN
ENSP00000332256	P47895	AL1A3_HUMAN
ENSP00000356954	P29279	CCN2_HUMAN
ENSP00000347591	P56159	GFRA1_HUMAN
ENSP00000497217	P58012	FOXL2_HUMAN
ENSP00000356959	Q14994	NR1I3_HUMAN
ENSP00000185206	Q9NZA1	CLIC5_HUMAN
ENSP00000388550	Q9Y225	RNF24_HUMAN
ENSP00000361721	Q96RK1	CITE4_HUMAN
ENSP00000345681	P23769	GATA2_HUMAN
ENSP00000337224	O95237	LRAT_HUMAN
ENSP00000328511	P22459	KCNA4_HUMAN
ENSP00000350686	Q86XL3	ANKL2_HUMAN
ENSP00000318437	Q8NFU4	FDSCP_HUMAN
ENSP00000360991	P13584	CP4B1_HUMAN
ENSP00000265322	Q9BY49	PECR_HUMAN
ENSP00000254521	P56937	DHB7_HUMAN
ENSP00000249750	O94788	AL1A2_HUMAN
ENSP00000261647	Q6DKK2	TTC19_HUMAN
ENSP00000436881	A6NMT0	DBX1_HUMAN
ENSP00000295108	Q13562	NDF1_HUMAN
ENSP00000361138	Q5U3C3	TM164_HUMAN
ENSP00000255882	P42356	PI4KA_HUMAN
ENSP00000368173	Q6UX07	DHR13_HUMAN
ENSP00000482546	O95072	REC8_HUMAN
ENSP00000257895	Q92781	RDH5_HUMAN
ENSP00000348944	Q2MKA7	RSPO1_HUMAN
ENSP00000266712	Q6ZXV5	TMTC3_HUMAN
ENSP00000244043	Q16647	PTGIS_HUMAN
ENSP00000264634	P41221	WNT5A_HUMAN
ENSP00000360421	Q9Y546	LRC42_HUMAN
ENSP00000358931	P51854	TKTL1_HUMAN
ENSP00000341021	P60321	NANO2_HUMAN
ENSP00000362525	Q9HAW7	UD17_HUMAN
ENSP00000254066	P10276	RARA_HUMAN
ENSP00000251691	Q5TH69	BIG3_HUMAN
ENSP00000343871	Q5T4D3	TMTC4_HUMAN
ENSP00000341992	P60323	NANO3_HUMAN
ENSP00000357067	Q92806	KCNJ9_HUMAN
ENSP00000362122	Q9H2S6	TNMD_HUMAN
ENSP00000368682	P78562	PHEX_HUMAN
ENSP00000497164	Q16517	NNAT_HUMAN
ENSP00000446485	Q8WW33	GTSF1_HUMAN
ENSP00000303174	P19224	UD16_HUMAN
ENSP00000401831	Q96CM8	ACSF2_HUMAN
ENSP00000252997	Q9BWX5	GATA5_HUMAN
ENSP00000431049	Q9Y2Q3	GSTK1_HUMAN
ENSP00000456609	Q9BX79	STRA6_HUMAN
ENSP00000482841	P29373	RABP2_HUMAN
ENSP00000353114	Q8IVF2	AHNK2_HUMAN
ENSP00000005386	Q9H6T3	RPAP3_HUMAN
ENSP00000443459	P54687	BCAT1_HUMAN
ENSP00000262644	Q9NX62	IMPA3_HUMAN
ENSP00000362195	Q99062	CSF3R_HUMAN
ENSP00000335623	Q86VR7	VS10L_HUMAN
ENSP00000437041	Q6BCY4	NB5R2_HUMAN
ENSP00000493906	Q12948	FOXC1_HUMAN
ENSP00000312618	Q9H845	ACAD9_HUMAN
ENSP00000376921	Q96CW9	NTNG2_HUMAN
ENSP00000369210	Q9NX45	SOLH2_HUMAN
ENSP00000338766	Q7Z494	NPHP3_HUMAN
ENSP00000365858	P15976	GATA1_HUMAN
ENSP00000233710	P28330	ACADL_HUMAN
ENSP00000274625	O76093	FGF18_HUMAN
ENSP00000258443	Q9UNE0	EDAR_HUMAN
ENSP00000382323	Q6ZRI0	OTOG_HUMAN
ENSP00000479130	Q4G176	ACSF3_HUMAN
ENSP00000261584	Q86YC2	PALB2_HUMAN
ENSP00000433560	P02511	CRYAB_HUMAN
ENSP00000297258	Q01469	FABP5_HUMAN
ENSP00000340226	Q8TE12	LMX1A_HUMAN
ENSP00000002125	Q7L592	NDUF7_HUMAN
ENSP00000427888	Q8IZT8	HS3S5_HUMAN
ENSP00000002596	O14792	HS3S1_HUMAN
ENSP00000323076	Q9BU61	NDUF3_HUMAN
ENSP00000363205	Q9Y697	NFS1_HUMAN
ENSP00000257700	Q6NUQ1	RINT1_HUMAN
ENSP00000384653	H7BYY4	H7BYY4_HUMAN
ENSP00000360939	P30085	KCY_HUMAN
ENSP00000260129	Q96RS0	TGS1_HUMAN
ENSP00000262507	O75208	COQ9_HUMAN
ENSP00000281038	Q96I59	SYNM_HUMAN
ENSP00000494360	Q9P2R7	SUCB1_HUMAN
ENSP00000361914	Q9BYC2	SCOT2_HUMAN
ENSP00000429707	P09669	COX6C_HUMAN
ENSP00000407613	Q8TCB7	METL6_HUMAN
ENSP00000367815	Q8NEP3	DAAF1_HUMAN
ENSP00000286317	O43513	MED7_HUMAN
ENSP00000299413	Q96DX7	TRI44_HUMAN
ENSP00000398064	Q9Y241	HIG1A_HUMAN
ENSP00000301457	O95182	NDUA7_HUMAN
ENSP00000333376	Q70EL2	UBP45_HUMAN
ENSP00000444433	O43819	SCO2_HUMAN
ENSP00000342676	Q9NWT8	AKIP_HUMAN
ENSP00000331879	O60678	ANM3_HUMAN
ENSP00000215565	P17568	NDUB7_HUMAN
ENSP00000389160	Q86Y39	NDUAB_HUMAN
ENSP00000311538	P36575	ARRC_HUMAN
ENSP00000390647	Q9H3J6	MTRFR_HUMAN
ENSP00000364404	Q5H9S7	DCA17_HUMAN
ENSP00000361042	Q15526	SURF1_HUMAN
ENSP00000313350	O60930	RNH1_HUMAN
ENSP00000219240	Q02127	PYRD_HUMAN
ENSP00000285298	Q9Y2R5	RT17_HUMAN
ENSP00000319992	P17152	TMM11_HUMAN
ENSP00000360492	O15239	NDUA1_HUMAN
ENSP00000384851	P11474	ERR1_HUMAN
ENSP00000263629	P46199	IF2M_HUMAN
ENSP00000273359	Q9NUJ1	ABHDA_HUMAN
ENSP00000169551	Q9BVV7	TIM21_HUMAN
ENSP00000446828	O95861	BPNT1_HUMAN
ENSP00000498358	P22830	HEMH_HUMAN
ENSP00000481862	Q9P227	RHG23_HUMAN
ENSP00000379838	Q9Y2V2	CHSP1_HUMAN
ENSP00000241041	Q9Y5Y5	PEX16_HUMAN
ENSP00000369465	Q9NUQ3	TXLNG_HUMAN
ENSP00000261427	P61086	UBE2K_HUMAN
ENSP00000268379	P22695	QCR2_HUMAN
ENSP00000366828	Q9H1D9	RPC6_HUMAN
ENSP00000263702	Q9BV79	MECR_HUMAN
ENSP00000354632	P00846	ATP6_HUMAN
ENSP00000327467	Q9H4I9	EMRE_HUMAN
ENSP00000440703	A8MRT5	NPIB5_HUMAN
ENSP00000497587	P49821	NDUV1_HUMAN
ENSP00000039007	P00480	OTC_HUMAN
ENSP00000263202	Q92890	UFD1_HUMAN
ENSP00000354728	P03901	NU4LM_HUMAN
ENSP00000264689	Q9NUQ7	UFSP2_HUMAN
ENSP00000227474	Q9BZE2	PUS3_HUMAN
ENSP00000363591	Q16611	BAK_HUMAN
ENSP00000260508	Q6YP21	KAT3_HUMAN
ENSP00000321338	Q8NGB2	OR4C5_HUMAN
ENSP00000384223	P0DPD8	EFCE2_HUMAN
ENSP00000353165	Q9H3S4	TPK1_HUMAN
ENSP00000341082	Q9BYC9	RM20_HUMAN
ENSP00000378487	P21796	VDAC1_HUMAN
ENSP00000354687	P03886	NU1M_HUMAN
ENSP00000351937	Q9BSJ5	CQ080_HUMAN
ENSP00000357928	O60508	PRP17_HUMAN
ENSP00000359151	P11182	ODB2_HUMAN
ENSP00000306080	Q9HC36	MRM3_HUMAN
ENSP00000386766	Q9ULF5	S39AA_HUMAN
ENSP00000462963	Q96QE5	TEFM_HUMAN
ENSP00000276689	Q9Y6M9	NDUB9_HUMAN
ENSP00000353058	Q6ZMY9	ZN517_HUMAN
ENSP00000418438	O95167	NDUA3_HUMAN
ENSP00000338641	Q5H9M0	PWP3B_HUMAN
ENSP00000387262	Q16891	MIC60_HUMAN
ENSP00000285871	Q8IYE0	CC146_HUMAN
ENSP00000372067	Q9NR22	ANM8_HUMAN
ENSP00000355046	P03891	NU2M_HUMAN
ENSP00000368030	Q9NVI7	ATD3A_HUMAN
ENSP00000306397	P47985	UCRI_HUMAN
ENSP00000382511	O14628	ZN195_HUMAN
ENSP00000357829	Q5JPI9	EFMT2_HUMAN
ENSP00000416741	Q96QI5	HS3S6_HUMAN
ENSP00000295119	Q8NFH5	NUP35_HUMAN
ENSP00000358616	O75940	SPF30_HUMAN
ENSP00000378015	O00522	KRIT1_HUMAN
ENSP00000282032	Q8N8R7	AL14E_HUMAN
ENSP00000390011	Q7Z7A3	CTU1_HUMAN
ENSP00000419325	Q96I99	SUCB2_HUMAN
ENSP00000355969	Q7Z3Z2	RD3_HUMAN
ENSP00000320236	Q9Y584	TIM22_HUMAN
ENSP00000235372	Q13029	PRDM2_HUMAN
ENSP00000358575	Q8IYR0	CF206_HUMAN
ENSP00000358549	Q5T160	SYRM_HUMAN
ENSP00000023939	A0A0A0MQR2	A0A0A0MQR2_HUMAN
ENSP00000365663	P01160	ANF_HUMAN
ENSP00000423276	Q8TBK6	ZCH10_HUMAN
ENSP00000438993	Q6NZY4	ZCHC8_HUMAN
ENSP00000215882	P53007	TXTP_HUMAN
ENSP00000481559	Q6IN84	MRM1_HUMAN
ENSP00000482773	A0A087WZN1	A0A087WZN1_HUMAN
ENSP00000476119	O95989	NUDT3_HUMAN
ENSP00000280701	Q9NWU1	OXSM_HUMAN
ENSP00000420714	O60783	RT14_HUMAN
ENSP00000402038	Q9Y2Z2	MTO1_HUMAN
ENSP00000368356	O94806	KPCD3_HUMAN
ENSP00000424381	Q9BU23	LMF2_HUMAN
ENSP00000188312	Q9GZN1	ARP6_HUMAN
ENSP00000391747	Q8IV20	LACC1_HUMAN
ENSP00000373331	Q6P087	RUSD3_HUMAN
ENSP00000325562	Q5TGZ0	MIC10_HUMAN
ENSP00000329614	P58557	YBEY_HUMAN
ENSP00000268668	O96000	NDUBA_HUMAN
ENSP00000315713	Q8WYL5	SSH1_HUMAN
ENSP00000451583	Q99766	ATP5S_HUMAN
ENSP00000377115	Q9Y234	LIPT_HUMAN
ENSP00000493218	Q8NHS3	MFSD8_HUMAN
ENSP00000272342	Q9NY74	ETAA1_HUMAN
ENSP00000433343	Q9BPY3	F118B_HUMAN
ENSP00000301761	Q9NX18	SDHF2_HUMAN
ENSP00000487136	C9JLB7	C9JLB7_HUMAN
ENSP00000223836	Q5T9B7	Q5T9B7_HUMAN
ENSP00000263578	Q96CU9	FXRD1_HUMAN
ENSP00000257347	Q9HA77	SYCM_HUMAN
ENSP00000333934	Q7Z4G4	TRM11_HUMAN
ENSP00000344829	Q16769	QPCT_HUMAN
ENSP00000387006	Q9HCG8	CWC22_HUMAN
ENSP00000220166	P09668	CATH_HUMAN
ENSP00000413507	G3V1Q4	G3V1Q4_HUMAN
ENSP00000330289	Q86SZ2	TPC6B_HUMAN
ENSP00000261296	O95455	TGDS_HUMAN
ENSP00000381698	Q9H0F6	SHRPN_HUMAN
ENSP00000264867	Q9UBK2	PRGC1_HUMAN
ENSP00000368688	Q5U5X0	LYRM7_HUMAN
ENSP00000363506	Q9NVA1	UQCC1_HUMAN
ENSP00000362873	P51970	NDUA8_HUMAN
ENSP00000480378	Q7Z6M4	MTEF4_HUMAN
ENSP00000263663	Q53T94	TAF1B_HUMAN
ENSP00000261600	Q96FV9	THOC1_HUMAN
ENSP00000259873	Q9Y676	RT18B_HUMAN
ENSP00000464522	O14925	TIM23_HUMAN
ENSP00000494965	A0A2R8Y5P7	A0A2R8Y5P7_HUMAN
ENSP00000363478	O95807	TM50A_HUMAN
ENSP00000443900	F5H189	F5H189_HUMAN
ENSP00000343103	Q9NVM4	ANM7_HUMAN
ENSP00000274712	Q96NC0	ZMAT2_HUMAN
ENSP00000384182	Q8WU76	SCFD2_HUMAN
ENSP00000252102	O43678	NDUA2_HUMAN
ENSP00000262794	Q9BXT6	M10L1_HUMAN
ENSP00000354762	Q9Y2R0	COA3_HUMAN
ENSP00000356972	O75306	NDUS2_HUMAN
ENSP00000362058	O43920	NDUS5_HUMAN
ENSP00000303468	Q9H5U6	ZCHC4_HUMAN
ENSP00000355486	Q5RI15	COX20_HUMAN
ENSP00000356134	Q8WVM0	TFB1M_HUMAN
ENSP00000332887	Q9UDW1	QCR9_HUMAN
ENSP00000326240	Q9NPC7	MYNN_HUMAN
ENSP00000364694	Q9BXN1	ASPN_HUMAN
ENSP00000336750	O94864	ST65G_HUMAN
ENSP00000498875	A0A1B0GTU1	ZC11B_HUMAN
ENSP00000498853	Q9GZT8	NIF3L_HUMAN
ENSP00000266980	Q6ZMH5	S39A5_HUMAN
ENSP00000281543	Q8N442	GUF1_HUMAN
ENSP00000418803	Q9NPL8	TIDC1_HUMAN
ENSP00000311336	O60423	AT8B3_HUMAN
ENSP00000418661	Q86Y79	PTH_HUMAN
ENSP00000341324	Q8NEF9	SRFB1_HUMAN
ENSP00000355672	Q5T440	CAF17_HUMAN
ENSP00000360327	Q7L3T8	SYPM_HUMAN
ENSP00000255189	Q9UI17	M2GD_HUMAN
ENSP00000320658	Q9Y2Z4	SYYM_HUMAN
ENSP00000403910	Q9NW81	DMAC2_HUMAN
ENSP00000217901	P51553	IDH3G_HUMAN
ENSP00000323635	Q96ND0	F210A_HUMAN
ENSP00000252711	O95299	NDUAA_HUMAN
ENSP00000255390	O75880	SCO1_HUMAN
ENSP00000245564	Q9BUK6	MSTO1_HUMAN
ENSP00000315774	O00217	NDUS8_HUMAN
ENSP00000400646	Q8TCS8	PNPT1_HUMAN
ENSP00000309610	Q96IZ6	MET2A_HUMAN
ENSP00000470539	P0DJ07	PT100_HUMAN
ENSP00000261854	Q8TCT8	SPP2A_HUMAN
ENSP00000358272	Q9P032	NDUF4_HUMAN
ENSP00000252011	Q9H5Z1	DHX35_HUMAN
ENSP00000345848	Q92688	AN32B_HUMAN
ENSP00000401770	P56378	ATP68_HUMAN
ENSP00000365266	Q5VTA0	PRA17_HUMAN
ENSP00000498700	Q96G01	BICD1_HUMAN
ENSP00000483888	O75438	NDUB1_HUMAN
ENSP00000233627	O75251	NDUS7_HUMAN
ENSP00000290374	Q9UKL4	CXD2_HUMAN
ENSP00000358247	Q9UKA2	FBXL4_HUMAN
ENSP00000295645	Q8N4E4	PDCL2_HUMAN
ENSP00000443130	F5H5T6	F5H5T6_HUMAN
ENSP00000368793	O75570	RF1M_HUMAN
ENSP00000246166	P49356	FNTB_HUMAN
ENSP00000364699	O14521	DHSD_HUMAN
ENSP00000337445	Q9BQ52	RNZ2_HUMAN
ENSP00000340596	Q7Z3V4	UBE3B_HUMAN
ENSP00000321810	Q9H3H1	MOD5_HUMAN
ENSP00000359098	H0UI06	H0UI06_HUMAN
ENSP00000276569	Q9NVT9	ARMC1_HUMAN
ENSP00000354501	Q9NRM2	ZN277_HUMAN
ENSP00000368716	Q6N069	NAA16_HUMAN
ENSP00000425759	P15954	COX7C_HUMAN
ENSP00000283109	Q9BVS4	RIOK2_HUMAN
ENSP00000437621	F5H6H0	F5H6H0_HUMAN
ENSP00000374562	Q9P0S2	COX16_HUMAN
ENSP00000307975	O95568	MET18_HUMAN
ENSP00000292907	P24310	CX7A1_HUMAN
ENSP00000333374	Q8IWA6	CCD60_HUMAN
ENSP00000323811	Q9UJ83	HACL1_HUMAN
ENSP00000444096	Q92617	NPIB3_HUMAN
ENSP00000345464	Q6VVB1	NHLC1_HUMAN
ENSP00000297540	Q9H814	PHAX_HUMAN
ENSP00000318176	O75569	PRKRA_HUMAN
ENSP00000352678	Q8IYB8	SUV3_HUMAN
ENSP00000265563	P13861	KAP2_HUMAN
ENSP00000272839	H7BXH9	H7BXH9_HUMAN
ENSP00000455026	Q9UJJ7	RUSD1_HUMAN
ENSP00000016171	Q7KZN9	COX15_HUMAN
ENSP00000352706	Q6NVY1	HIBCH_HUMAN
ENSP00000225941	Q9P2A4	ABI3_HUMAN
ENSP00000305721	Q9P2D0	IBTK_HUMAN
ENSP00000371345	Q9BUU2	MET22_HUMAN
ENSP00000339613	Q9Y2G5	OFUT2_HUMAN
ENSP00000397881	Q6UWS5	PT117_HUMAN
ENSP00000244571	Q5JTZ9	SYAM_HUMAN
ENSP00000359859	Q9H4K7	MTG2_HUMAN
ENSP00000346955	Q70HW3	SAMC_HUMAN
ENSP00000339881	Q9NXC5	MIOS_HUMAN
ENSP00000448083	Q9ULQ1	TPC1_HUMAN
ENSP00000306887	Q9H061	T126A_HUMAN
ENSP00000441126	O43677	NDUC1_HUMAN
ENSP00000426654	Q9UJX5	APC4_HUMAN
ENSP00000199320	Q9UNQ2	DIM1_HUMAN
ENSP00000354580	Q7Z2W9	RM21_HUMAN
ENSP00000273077	Q8N490	PNKD_HUMAN
ENSP00000306003	P56385	ATP5I_HUMAN
ENSP00000258455	P82933	RT09_HUMAN
ENSP00000426638	Q16134	ETFD_HUMAN
ENSP00000482457	P16885	PLCG2_HUMAN
ENSP00000288050	Q8NCN5	PDPR_HUMAN
ENSP00000356381	O75449	KTNA1_HUMAN
ENSP00000407336	O43676	NDUB3_HUMAN
ENSP00000317780	P20674	COX5A_HUMAN
ENSP00000418734	Q5VVJ2	MYSM1_HUMAN
ENSP00000481920	A0A087WYL7	A0A087WYL7_HUMAN
ENSP00000315397	Q92665	RT31_HUMAN
ENSP00000325136	P55084	ECHB_HUMAN
ENSP00000367552	Q8NDN9	RCBT1_HUMAN
ENSP00000322316	Q99807	COQ7_HUMAN
ENSP00000423933	Q9BTF0	THUM2_HUMAN
ENSP00000310620	Q86XE0	SNX32_HUMAN
ENSP00000351737	Q8IUX1	T126B_HUMAN
ENSP00000326052	Q96I36	COX14_HUMAN
